index,text,cleaned_text,sentiment
9504,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,rt @ rwsurfergirl : fox news obviously trying influence makeup republican field . 🇺🇸 # gopdebate # gopdebates,positive
9505,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : need order another green apple martini process hell happened . 🇺🇸 # gopdebate # gopdebates,negative
9506,"My takeaways:
Rubio cemented himself as damn good candidate
Christie reminded everyone he's legit 
Kasich stood out w/ time given
#GOPDebate",takeaway : rubio cemented damn good candidate christie reminded everyone 's legit kasich stood w/ time given # gopdebate,positive
9507,RT @msgoddessrises: FTW Ron. You nailed it he came close to telling Megyn to shut up. #Trump #GOPDebates  https://t.co/2U15vmQLUD,rt @ msgoddessrises : ftw ron . nailed came close telling megyn shut . # trump # gopdebates http : //t.co/2u15vmqlud,positive
9508,#GOPDebate  #DonaldTrump PC Police attacks &gt; Actual Police attacks,# gopdebate # donaldtrump pc police attack & gt ; actual police attack,negative
9509,"That's a good way to dispel sexism charges for sure, calling a female journalist a bimbo. #GOPDebate  https://t.co/HARNfFYfdm","'s good way dispel sexism charge sure , calling female journalist bimbo . # gopdebate http : //t.co/harnffyfdm",positive
9510,"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…","rt @ cat_1012000 : thanks @ foxtv holding # gopdebates million people know 're better balanced msn , abc , cbs ... # …",positive
9511,RT @tarynoneill: THERE WAS NOT ONE QUESTION ON CLIMATE CHANGE OR THE ENVIRONMENT. #thatiswhytheGOPwilllose #GOPDebate,rt @ tarynoneill : one question climate change environment . # thatiswhythegopwilllose # gopdebate,positive
9512,Many great businesses use the bankruptcy laws. Trump did what a lot of businesses have done. #GOPDebates,many great business use bankruptcy law . trump lot business done . # gopdebates,positive
9513,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,rt @ rwsurfergirl : candidate n't attack @ realdonaldtrump fox stoping speaking . 🇺🇸 # gopdebate…,positive
9514,I just noticed that Rubio's ears are huge. #GOPDebate,noticed rubio 's ear huge . # gopdebate,positive
9515,"Rubio Life begins at conception Well said!
@marcorubio schools @ChrisCuomo http://t.co/InV8kphTr9
Not above Mr. Rubios pay grade
#GOPDebate",rubio life begin conception well said ! @ marcorubio school @ chriscuomo http : //t.co/inv8kphtr9 mr. rubios pay grade # gopdebate,positive
9516,Is it jut me or is @tedcruz playing 3D chess in a room full of checkers players?  #gopdebate #tcot #p2,jut @ tedcruz playing 3d chess room full checker player ? # gopdebate # tcot # p2,positive
9517,"RT @HelenGym2015: Though Twitter was fun, #GOPdebate was still party exercise in bashing poor, women, teachers, immigrants, Latinos, trans,…","rt @ helengym2015 : though twitter fun , # gopdebate still party exercise bashing poor , woman , teacher , immigrant , latino , trans , …",positive
9518,RT @BOUNCE_COMIC: Black folks looking at @BenCarson2016 like... #GOPDebate http://t.co/PU672WgzYm,rt @ bounce_comic : black folk looking @ bencarson2016 like ... # gopdebate http : //t.co/pu672wgzym,positive
9519,RT @gearhead81: #GOPDebate so the debate for POTUS comes down to who is the best insulter of + sized irrelevant lesbians? &amp; youre doing wha…,rt @ gearhead81 : # gopdebate debate potus come best insulter + sized irrelevant lesbian ? & amp ; youre wha…,positive
9520,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,rt @ rwsurfergirl : candidate n't attack @ realdonaldtrump fox stoping speaking . 🇺🇸 # gopdebate…,positive
9521,#TheCrazyOnes RT @wmcinally: Have we completely thrown away the separation of church and state? #GOPDebate,# thecrazyones rt @ wmcinally : completely thrown away separation church state ? # gopdebate,positive
9522,"LOL! D@%m straight! Unbelievable the sexist, misogynistic &amp;
racist tones. Repugnant sad state of affairs. #GOPDebate https://t.co/awBmpTMpUm","lol ! @ % straight ! unbelievable sexist , misogynistic & amp ; racist tone . repugnant sad state affair . # gopdebate http : //t.co/awbmptmpum",negative
9523,"The only true contenders are #Rubio, #Bush, #Walker, and #Kasich. #Carly is really making the case to be the VP nominee, though. #GOPDebate","true contender # rubio , # bush , # walker , # kasich . # carly really making case vp nominee , though . # gopdebate",positive
9524,"Cruz, go and take down other EOs in previous administrations that were illegal! #GOPDebates","cruz , go take eos previous administration illegal ! # gopdebates",negative
9525,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
9526,"Babara Boxer running a CHECK on Carly Fiorina and her record in Calif. Outsourcing jobs, lining her pockets w/$$$, corp welfare #GOPDebate","babara boxer running check carly fiorina record calif. outsourcing job , lining pocket w/ $ $ $ , corp welfare # gopdebate",positive
9527,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates","rt @ rwsurfergirl : thanks fox news , 're raising @ realdonaldtrump 's rating . 🇺🇸 # gopdebate # gopdebates",positive
9528,Although I'm confident @SenSanders could wipe the floor with any of the people at either of the #GOPDebates,although 'm confident @ sensanders could wipe floor people either # gopdebates,positive
9529,"A weave on your head should look like you own the hair. If I see anymore glue,  I will scream. Looking like Trump
#weave
#GOPDebate 
#bad","weave head look like hair . see anymore glue , scream . looking like trump # weave # gopdebate # bad",negative
9530,RT @tuckahoetommy: XM121 today 3-4pm w @JohnFugelsang #TellMeEverything #GOPDebate fun to be with @rickungar @FrankConniff Always a great h…,rt @ tuckahoetommy : xm121 today 3-4pm w @ johnfugelsang # tellmeeverything # gopdebate fun @ rickungar @ frankconniff always great h…,positive
9531,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,rt @ rwsurfergirl : @ megynkelly posed adult pictures.should bring ? # gopdebate # gopdebates,positive
9532,RT @BreeNewsome: I predict tonight's winner will be late night comedians and Twitter. #GOPDebate,rt @ breenewsome : predict tonight 's winner late night comedian twitter . # gopdebate,positive
9533,RT @ScottLinnen: You screwed Atlantic City more ways than the Kama Sutra with Trump Taj Mahal. #GOPDebates,rt @ scottlinnen : screwed atlantic city way kama sutra trump taj mahal . # gopdebates,negative
9534,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : anyone else want punch chris wallace face ? # gopdebate # gopdebates 🇺🇸,positive
9535,Was going to finish the #GOPDebate on my DVR this AM but then remembered it's early and I haven't had my coffee and I want to keep my soul.,going finish # gopdebate dvr remembered 's early n't coffee want keep soul .,negative
9536,RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…,rt @ desdemona4u : unfathomable @ megynkelly would ask wasserman-schultz postmortem # gopdebates . # surreal http : //t…,positive
9537,RT @RickCanton: #CruzCrew - the outsider. Always tells the truth. Honors commitments. #GOPDebate http://t.co/WHEoRxlcid,rt @ rickcanton : # cruzcrew - outsider . always tell truth . honor commitment . # gopdebate http : //t.co/wheorxlcid,positive
9538,"@theblaze @megynkelly dispelled the fact that she's an objective moderator. I love her show, but her moderating, not so much. #GOPDebate","@ theblaze @ megynkelly dispelled fact 's objective moderator . love show , moderating , much . # gopdebate",positive
9539,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
9540,ExposingTPGOP: The loudest messages from the #GOPdebate: #WarOnWomen is real &amp; #GOPWantsWar with #Iran to impose A… http://t.co/AuhlNZa3Ww,exposingtpgop : loudest message # gopdebate : # waronwomen real & amp ; # gopwantswar # iran impose a… http : //t.co/auhlnza3ww,negative
9541,"RT @MarkDavis: Man, I'm sorry, this has nothing to do w/politics, but #JebBush is totally mediocre here. #GOPDebates","rt @ markdavis : man , 'm sorry , nothing w/politics , # jebbush totally mediocre . # gopdebates",negative
9542,"RT @jordular: Wham, Bam, Thank You, Ann! How the participants of the #GOPDebates should be seen. #truthbomb http://t.co/sosrcPfVSJ","rt @ jordular : wham , bam , thank , ann ! participant # gopdebates seen . # truthbomb http : //t.co/sosrcpfvsj",positive
9543,"RT @Brian_Hough7: I'm disappointed, but can't say I'm surprised college affordability, voting/civil rights, and equality aren't @GOP priori…","rt @ brian_hough7 : 'm disappointed , ca n't say 'm surprised college affordability , voting/civil right , equality n't @ gop priori…",negative
9544,RT @KaivanShroff: Big night in America for alcohol poisoning #GOPDebate #drinkinggame,rt @ kaivanshroff : big night america alcohol poisoning # gopdebate # drinkinggame,negative
9545,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : anyone else want punch chris wallace face ? # gopdebate # gopdebates 🇺🇸,positive
9546,RT @HRC: For too long outdated ban has discriminated against qualified transgender Americans who simply want to serve their country #GOPDeb…,rt @ hrc : long outdated ban discriminated qualified transgender american simply want serve country # gopdeb…,negative
9547,The photos of Rafael Cruz eating bacon off a semiautomatic is gayer than any same sex wedding. #gop #GOPDebate #tcot,photo rafael cruz eating bacon semiautomatic gayer sex wedding . # gop # gopdebate # tcot,positive
9548,RT @k_mcq: Remind me again why we’re obligated to import Third World welfare cases who wreck our schools. #GOPDebate  https://t.co/x9RqvSil…,rt @ k_mcq : remind ’ obligated import third world welfare case wreck school . # gopdebate http : //t.co/x9rqvsil…,negative
9549,Bitch betta have my social security money. #pimps #GOPDebate,bitch betta social security money . # pimp # gopdebate,negative
9550,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,rt @ salmasekela : kasich aware 's making sense ? # gopdebates,positive
9551,@RealBenCarson The skin doesn't make who they are! #GOPDebates The media is dividing us!,@ realbencarson skin n't make ! # gopdebates medium dividing u !,positive
9552,RT @monaeltahawy: One question on one of the most important and urgent movements in the US today &amp; for long time. One question. #GOPDebates…,rt @ monaeltahawy : one question one important urgent movement u today & amp ; long time . one question . # gopdebates…,positive
9553,RT @JeetendrSehdev: Political debates teach marketers how not to message to audiences today. Be direct don't deflect! #GOPDebate @OrlandoDi…,rt @ jeetendrsehdev : political debate teach marketer message audience today . direct n't deflect ! # gopdebate @ orlandodi…,positive
9554,Now America understands why DC has brunches with bottomless mimosas #GOPDebates,america understands dc brunch bottomless mimosa # gopdebates,positive
9555,"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#…",rt @ annemarieweers : @ poetinpoeville know aprx 700 law governing woman 's body one governing men 's ? 's true . # …,positive
9556,Shame on @Foxnews. They R doing what @Obama does - trying 2 make  winners &amp; losers. Loving @realDonaldTrump #GOPdebates,shame @ foxnews . r @ obama - trying 2 make winner & amp ; loser . loving @ realdonaldtrump # gopdebates,positive
9557,#gopdebates must be one of the last political forums in developed nations where #god is invoked so frequently. #backasswards,# gopdebates must one last political forum developed nation # god invoked frequently . # backasswards,positive
9558,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
9559,RT @Ricky_Vaughn99: Fox News tries to get the GOP to gang up on Trump and Kasich curb stomps Chris Wallace #cuckservative #GOPDebate,rt @ ricky_vaughn99 : fox news try get gop gang trump kasich curb stomp chris wallace # cuckservative # gopdebate,positive
9560,"RT @Amandajbutt: @karen_estill Yes #Huckabee was on fire!So proud of his boldness,convictions shining through! #Imwithhuck #gopdebate https…","rt @ amandajbutt : @ karen_estill yes # huckabee fire ! proud boldness , conviction shining ! # imwithhuck # gopdebate https…",positive
9561,RT @ShonTony: “@TheDemocrats: #GOPDebate is looking a lot like this: http://t.co/W8UMl4Cyee” #TrumpEffect,rt @ shontony : “ @ thedemocrats : # gopdebate looking lot like : http : //t.co/w8uml4cyee ” # trumpeffect,positive
9562,"RT @amaraconda: republicans always do that ""what if"" shit when it comes to abortion what if the people killed by police wouldve cured cance…",rt @ amaraconda : republican always `` '' shit come abortion people killed police wouldve cured cance…,negative
